id,yield
15835,7283.630338963265
15836,7150.735392692177
15837,3556.693446731095
15838,7719.684756323873
15839,4825.643534659092
15840,7999.287117312564
15841,3988.8422856925217
15842,6627.663078159159
15843,5901.822938563702
15844,5819.961449116335
15845,5392.391848609221
15846,7064.502513510224
15847,7694.466844252924
15848,5582.763043444087
15849,5038.039838526864
15850,7077.424619805546
15851,7235.000834763967
15852,8066.67389090076
15853,7390.030265304767
15854,5211.1373536425635
15855,3885.4232920655295
15856,4210.020525201215
15857,5881.838277773266
15858,5700.09864250496
15859,5078.0168746306235
15860,8236.418260540131
15861,5960.880255474338
15862,6300.023970615638
15863,7663.711878377599
15864,5505.042009251851
15865,7207.065608628078
15866,6965.456889092364
15867,5666.398437710126
15868,7686.861753564344
15869,4969.108141553268
15870,7774.479626299404
15871,5746.361006151344
15872,7423.259687462656
15873,8180.959062661781
15874,8069.528815156513
15875,7663.149908331747
15876,6231.626398660643
15877,6376.304820301542
15878,7941.741583806712
15879,7380.598472446089
15880,7882.002548512124
15881,4723.597916262201
15882,7289.270260896332
15883,6474.811645117087
15884,6481.742426001405
15885,5252.802609262706
15886,4985.4349823836565
15887,6725.94972166044
15888,4523.400256616173
15889,6743.025115114934
15890,6056.360027218921
15891,6032.24172220149
15892,4559.051298788319
15893,5837.223045610122
15894,5262.5131571345655
15895,5756.580035447904
15896,6520.098544406753
15897,6461.31814307178
15898,5160.063927421637
15899,7264.586080655228
15900,5682.289260025609
15901,6664.216174627634
15902,5226.146076770276
15903,6059.612061676259
15904,5411.178530807621
15905,8172.407208399902
15906,7210.4653485166855
15907,7189.142855072032
15908,5689.184680415796
15909,5587.24435914689
15910,5890.083283779179
15911,6478.307592411244
15912,6914.4457996715455
15913,7092.656000805258
15914,5509.0757958791655
15915,6127.769985802824
15916,5174.595655693007
15917,5501.615185810813
15918,4463.08572054697
15919,7382.964858670219
15920,5767.592756878066
15921,5779.50915512208
15922,7409.244735978735
15923,4881.716206628771
15924,5369.702557048218
15925,7317.623734769244
15926,6536.996299422681
15927,3720.4866198578693
15928,5399.412245878006
15929,6427.737488278051
15930,7047.108437056024
15931,6695.329002194606
15932,4205.456007739107
15933,4624.961192389883
15934,6102.519003239988
15935,5964.937362677415
15936,4298.641056357432
15937,6562.3282855607495
15938,6633.865724729495
15939,6989.9351129329825
15940,5833.284708019673
15941,6622.595982621682
15942,7811.251852184896
15943,7846.828217169066
15944,5120.684602142226
15945,5471.988599596309
15946,6057.9799108613515
15947,4245.804893575132
15948,4777.488792095939
15949,2886.7837848317445
15950,8160.157918701503
15951,5776.038839905851
15952,6022.411530587918
15953,5116.643192764224
15954,7065.513632513272
15955,6197.41429999331
15956,5762.332881743194
15957,6494.161781933191
15958,6640.418349784675
15959,6280.23461116918
15960,6518.515038122393
15961,5360.61624000771
15962,4959.451616967859
15963,7230.031644900899
15964,5873.726552772597
15965,6127.111988151848
15966,2935.5682215432957
15967,5918.817328097633
15968,5920.723386153404
15969,4393.6064079168
15970,6433.54982141575
15971,5659.815005741535
15972,6190.0282912531375
15973,6274.937435517137
15974,6546.987223365017
15975,8149.942525773369
15976,6564.094388815347
15977,7934.001260504187
15978,7883.106068511859
15979,7335.259103705999
15980,7209.93846890834
15981,5057.367537596791
15982,6758.478715016604
15983,7233.152104763865
15984,6842.630285631461
15985,4522.7505169613505
15986,6292.289524654743
15987,3738.3647205097695
15988,5983.182762978151
15989,6727.882816319288
15990,5530.7945930538335
15991,6839.519875584442
15992,4412.7573325317035
15993,5347.065403070519
15994,5719.237676344547
15995,5456.640823606323
15996,7243.168475816639
15997,5329.616386697807
15998,6562.755275064894
15999,6347.2754278640205
16000,7969.190986713427
16001,6732.4139566428
16002,3990.8815076574847
16003,6175.906780551275
16004,5531.298671945709
16005,7219.664144614728
16006,7243.3400142057435
16007,4027.9457034869283
16008,5429.987526316594
16009,3695.1976134340293
16010,3102.535486083644
16011,6316.5043608654905
16012,7421.5245766144235
16013,7604.928502286904
16014,5841.001238991533
16015,6402.269497968451
16016,5195.0338232131835
16017,5959.617133325028
16018,6793.353122368056
16019,7365.056054996718
16020,5954.197268959282
16021,7559.749865780996
16022,6258.7867931705605
16023,5316.827788790499
16024,6904.121550179991
16025,4507.514620216907
16026,6237.71936751837
16027,5451.620731406274
16028,7569.183157592566
16029,6293.455362952016
16030,3170.217489416047
16031,5867.898787851603
16032,6210.286262195801
16033,6476.805171380294
16034,5014.0327422989485
16035,7283.54012559106
16036,6554.72029889298
16037,4399.096697371104
16038,5488.267470069307
16039,2754.3429358740455
16040,5142.096051235319
16041,6781.088660938829
16042,6562.748175861494
16043,6692.550068136958
16044,4562.406298406406
16045,4380.705895956637
16046,6085.546212817992
16047,3938.701632766343
16048,4244.178459360103
16049,8035.918371733516
16050,5947.483507066949
16051,6986.661541479661
16052,5970.846781382657
16053,4137.064138399158
16054,5250.956268544454
16055,7252.3225236457565
16056,7856.322027458262
16057,2913.602230762804
16058,5771.084688792479
16059,5514.748684313682
16060,7171.7285115045215
16061,4137.259951888669
16062,7135.696703011399
16063,6020.855336364017
16064,6269.788582392663
16065,6103.7613212721135
16066,6461.771283428032
16067,6880.450675327287
16068,5808.338071727394
16069,4244.928285817283
16070,5813.24106211843
16071,5052.290202697719
16072,6992.166462745653
16073,5123.893701090239
16074,5381.4353755735365
16075,6596.071604434444
16076,7453.676806140984
16077,7349.204326917234
16078,6485.295432208041
16079,6691.83804323014
16080,6463.995925488112
16081,4702.405763754649
16082,6440.585074838584
16083,3762.659880502946
16084,6793.620724871547
16085,5295.276758022208
16086,7246.545768486752
16087,7062.593953877506
16088,7567.811092291466
16089,5959.528461462357
16090,7097.027594831294
16091,5379.285792386114
16092,6575.925948434733
16093,4530.660426007908
16094,6142.186245637729
16095,4904.70981075434
16096,4454.906978462726
16097,6536.177195482302
16098,7279.449993886776
16099,6171.287821538615
16100,7321.777928201116
16101,6560.492548248176
16102,7186.690621697622
16103,8051.899991145865
16104,4545.451602207612
16105,4566.372468326566
16106,6386.828260094319
16107,4579.4737144082155
16108,6791.577480497039
16109,6113.07752761042
16110,3147.4355429797997
16111,3830.1021406897107
16112,4691.6037574368465
16113,7024.764416079201
16114,5754.902783471581
16115,7736.403463072298
16116,6729.8000605262705
16117,5066.1191987024185
16118,6431.265084996116
16119,6234.978599753005
16120,4935.670183271316
16121,5455.886118657776
16122,5532.196827389431
16123,4247.582094263151
16124,5578.186683589833
16125,7272.983632567033
16126,6886.873621442023
16127,7100.854206494649
16128,6496.529709931509
16129,7209.045083061761
16130,7849.426784647396
16131,6419.241678341478
16132,6794.086579789119
16133,6316.980463047628
16134,4120.3554254078745
16135,4221.115545678225
16136,4558.955396065651
16137,7715.701472650284
16138,2620.22665972462
16139,7194.711554376039
16140,7927.298035191283
16141,5435.865184068324
16142,4357.99085745523
16143,7259.001328560971
16144,7052.127578877376
16145,6700.892183720067
16146,3559.0922861676936
16147,6073.920606675574
16148,6973.354064757899
16149,6833.234893380752
16150,5055.455850813888
16151,5757.475118470602
16152,7599.250184685408
16153,3750.7173574656754
16154,4283.874180680363
16155,6099.830934921391
16156,4685.399756789819
16157,5675.133934825053
16158,6524.142849779029
16159,5400.991951602103
16160,5479.245437258254
16161,7203.407300495901
16162,7153.882110046121
16163,3876.3719579374956
16164,4601.171100516987
16165,7206.945233088374
16166,6922.549481389802
16167,4789.45359710662
16168,4214.308268224746
16169,4166.511713494077
16170,6074.984343771841
16171,6079.2459824548205
16172,8186.899144183597
16173,6538.248489157089
16174,8081.846058720346
16175,6058.224548572921
16176,6105.6440054561335
16177,6752.743538241383
16178,4629.361973955098
16179,5688.3210294875635
16180,6911.537630039395
16181,6836.608525953064
16182,5389.086438892908
16183,5962.884483324941
16184,5957.467932561811
16185,5504.88420498154
16186,4380.167119460912
16187,5862.883502949098
16188,7083.496067199454
16189,6106.602284092409
16190,7448.580923255546
16191,6627.153096463745
16192,5732.6280686290265
16193,6092.512148640433
16194,8282.05685725401
16195,7530.528141249191
16196,7421.902668471788
16197,6839.168259972084
16198,5347.915577213663
16199,5647.268706124156
16200,5675.808460598879
16201,6832.2765368513665
16202,6097.958517036727
16203,5917.638686326962
16204,4096.944833000112
16205,5679.396070159609
16206,5556.44109883391
16207,5059.185037577144
16208,6056.38012352232
16209,7899.3559191040495
16210,7832.869240962851
16211,4774.525606802854
16212,4670.510822256698
16213,4998.211936585087
16214,3809.8125114222585
16215,6581.147354491612
16216,6756.810314192462
16217,4453.165844086001
16218,7442.782835327373
16219,3955.804667963601
16220,6465.461423144858
16221,8355.483650785469
16222,6110.08612342663
16223,6161.9667190600985
16224,5274.018767062583
16225,5642.92438307673
16226,5881.067423976705
16227,7704.248507953564
16228,7474.810351225653
16229,7041.859605684519
16230,7285.238453525355
16231,5806.091078716529
16232,3117.8844955203404
16233,4241.502888073299
16234,6888.213471766417
16235,6197.195712722797
16236,5885.908657543612
16237,7273.832213426413
16238,6336.526742983401
16239,6037.100184429691
16240,5531.308715113149
16241,3787.8269138356145
16242,7266.930517899093
16243,3581.6399076373373
16244,7134.427988847883
16245,7227.8790822573865
16246,5661.560173200021
16247,7348.763064488756
16248,7575.275211948581
16249,7438.20648462996
16250,5797.686160740689
16251,6195.074270206242
16252,4545.2519380175045
16253,8163.06589007579
16254,5426.027262658761
16255,6820.13776071838
16256,7730.860195576568
16257,7548.121380586241
16258,4841.947160050206
16259,7005.715629659351
16260,4077.001828707045
16261,3483.6996099792987
16262,6697.541061202841
16263,6954.184157203454
16264,5959.687919466159
16265,8102.132245100764
16266,5893.886939468731
16267,5597.1588727464
16268,5453.502412255437
16269,6264.397964009713
16270,6115.6462829211105
16271,6144.567536205714
16272,4920.76785003716
16273,5842.618363729618
16274,4603.442886037205
16275,6686.523549201458
16276,6690.270261826085
16277,7079.239129118165
16278,7295.9151719288875
16279,6048.757576307755
16280,5695.498510474767
16281,4347.062029405772
16282,6393.483633113989
16283,7182.249767733936
16284,6535.715747469586
16285,5739.885156937517
16286,5089.945513422026
16287,5418.895458047164
16288,5124.0828579539675
16289,6122.607646554543
16290,8035.665010232637
16291,4253.724257132832
16292,4361.175989393672
16293,4438.355319211889
16294,8028.083660448472
16295,5888.6397188402625
16296,3961.2152524282656
16297,4007.6855170432937
16298,7334.172126608866
16299,4771.465456199014
16300,6530.973945520183
16301,7353.977022113091
16302,4117.30519235239
16303,5154.0296955009635
16304,4624.123163602549
16305,5782.65405616731
16306,6507.5585716039095
16307,7774.313938281206
16308,5066.874615913491
16309,7561.424388600713
16310,3568.3914068622926
16311,4177.31265560433
16312,6199.189859152569
16313,7183.102405479891
16314,6729.299189847157
16315,4502.128917234602
16316,3986.154016434124
16317,8604.933488725388
16318,5722.064368281379
16319,5753.985309345504
16320,4920.256492498481
16321,5243.011576608302
16322,5118.958447407647
16323,6679.998984696165
16324,7586.453620115912
16325,4110.1736555132375
16326,8161.695948857539
16327,5894.376710276492
16328,6194.43819943115
16329,4286.03414559763
16330,4309.80916111854
16331,5741.0256490936445
16332,7142.847581951295
16333,4715.574945950143
16334,6091.665030626673
16335,6076.509661854729
16336,6819.664384274752
16337,4296.52171132337
16338,6043.602733905807
16339,6205.878488883754
16340,5776.679755493825
16341,6647.433407369175
16342,7470.5121548640855
16343,5671.733685699032
16344,7781.785387928134
16345,6204.100099080995
16346,4359.982665906595
16347,7160.112236486697
16348,5425.296686597863
16349,6104.179297515086
16350,6298.080934027996
16351,7361.305929620803
16352,4085.370467342327
16353,7320.031514789927
16354,6038.015977960967
16355,4616.185343926043
16356,5941.452463064905
16357,5526.2685034104525
16358,5579.324459101426
16359,7375.131860789314
16360,6044.57962666332
16361,5934.281940120749
16362,6410.801687077341
16363,5433.516530444802
16364,7710.435247443735
16365,4310.770543601482
16366,6724.748065185106
16367,6236.702920216312
16368,5272.290251595363
16369,7814.655779583261
16370,7686.185756554554
16371,6532.240333658263
16372,5903.98580477321
16373,7067.813576797385
16374,5727.324987194694
16375,3369.8587779669815
16376,4075.7172974451105
16377,5652.980210633374
16378,7448.571528260411
16379,4896.197303432408
16380,3803.042699895961
16381,5547.070646561722
16382,7630.581948543682
16383,5475.337488695524
16384,4872.996873255943
16385,6626.151784926411
16386,8207.749363308654
16387,3589.1570134197664
16388,6189.984242099993
16389,5008.061134394613
16390,5355.809951629177
16391,6262.09444420586
16392,4701.82073012409
16393,7801.190152766454
16394,5755.096435474081
16395,6886.901650573921
16396,6254.843621042202
16397,5311.977967641105
16398,4964.736315360104
16399,5353.418995773932
16400,5640.60135845716
16401,7343.167046574237
16402,3761.7232985585233
16403,6223.039028983523
16404,6758.190508143828
16405,5201.921443523459
16406,5331.663525676864
16407,5783.541221352459
16408,6474.666666047636
16409,7186.257088040746
16410,5036.998562506073
16411,6066.8113680423885
16412,4050.2631622229783
16413,7502.461857253389
16414,4379.548164596175
16415,5990.526568054808
16416,6176.989535645678
16417,7601.486472083017
16418,7262.658614708491
16419,2571.307911648305
16420,6039.781922648883
16421,4993.654762835382
16422,4854.378890523119
16423,7670.06900447107
16424,4575.389790041624
16425,5566.720918046403
16426,4574.285473169499
16427,6942.762537995522
16428,7347.786048110902
16429,6019.2533039135105
16430,5319.068691123367
16431,6452.725498530668
16432,6869.7045113299655
16433,7191.704459811199
16434,5578.56394538564
16435,7103.976717279866
16436,4673.943780627132
16437,8192.44687401676
16438,7410.353205464207
16439,5744.458991688403
16440,7228.810715849766
16441,3846.315399022509
16442,3458.616499157146
16443,7701.627831150401
16444,3928.548321430455
16445,7482.658785046862
16446,6835.909469985502
16447,4718.54560236774
16448,6964.890313807924
16449,7148.733173474086
16450,6181.057025630331
16451,4283.624328398316
16452,5175.049833699512
16453,6172.700270429672
16454,4212.768445559948
16455,6082.927100630677
16456,4028.2102030500837
16457,8109.7799930459605
16458,6325.877307979853
16459,7048.282885731418
16460,4972.450940345947
16461,4045.0152911545874
16462,4411.56530981387
16463,5089.960979537293
16464,6185.135370919519
16465,6825.0410177179965
16466,7428.55965517842
16467,5694.087652863545
16468,6093.668325806499
16469,4278.88755734766
16470,4890.409266837743
16471,6437.946964861034
16472,3981.338545482964
16473,7512.051884070104
16474,7976.097553071781
16475,7914.943727284148
16476,4223.9436591916165
16477,7038.910054555691
16478,6161.027223425299
16479,6222.56485718102
16480,3494.002611508138
16481,4385.645754010504
16482,6550.626004138969
16483,5365.16409551333
16484,7368.378693156019
16485,7300.190402823066
16486,5340.355122849736
16487,3754.6473058679258
16488,7239.68610392415
16489,4528.8346150129255
16490,7045.789352571806
16491,4893.8608767724
16492,6825.018662200809
16493,5948.043469116933
16494,5266.681288651311
16495,5637.850440818178
16496,6566.000466490921
16497,6550.024207703286
16498,5020.4207545079535
16499,6329.661468067059
16500,6072.493154257199
16501,7546.516116923178
16502,6061.624434070667
16503,4117.380021931163
16504,5721.942867003
16505,6923.890152811262
16506,7118.950867677164
16507,4812.6479482522755
16508,6367.565855212483
16509,3692.0608699958066
16510,3839.282532304226
16511,4437.913548035969
16512,6989.797338848628
16513,6206.344741368879
16514,5857.800496499695
16515,6070.64098129951
16516,7375.273948144832
16517,6041.827943709661
16518,6814.339153683992
16519,6405.518786668642
16520,7021.554760277934
16521,7141.738136675167
16522,5530.672889487477
16523,6358.976080272245
16524,6601.269574696251
16525,6151.9533282071025
16526,5991.262167932289
16527,4066.5889789385274
16528,5541.001133400339
16529,5556.530495358128
16530,7994.215078815441
16531,7824.326491551086
16532,2014.8926679595716
16533,5796.318464857988
16534,7297.858425907298
16535,5861.65005238521
16536,5914.443712522603
16537,7314.442241870873
16538,6108.211247070798
16539,5127.9116989465365
16540,2938.785665043944
16541,5350.58042383205
16542,4020.209291649613
16543,5999.186367836786
16544,5635.38353204801
16545,7378.6178381628
16546,7257.376752556052
