failure,id
0,26817
0,26818
1,26819
0,26820
0,26821
0,26822
0,26823
1,26824
1,26825
0,26826
0,26827
1,26828
0,26829
0,26830
0,26831
1,26832
1,26833
1,26834
0,26835
0,26836
0,26837
0,26838
0,26839
0,26840
0,26841
0,26842
1,26843
1,26844
1,26845
1,26846
0,26847
0,26848
0,26849
0,26850
1,26851
0,26852
0,26853
1,26854
0,26855
0,26856
0,26857
0,26858
0,26859
0,26860
0,26861
0,26862
0,26863
0,26864
0,26865
1,26866
0,26867
0,26868
0,26869
0,26870
1,26871
1,26872
0,26873
0,26874
0,26875
0,26876
0,26877
1,26878
0,26879
0,26880
0,26881
0,26882
0,26883
0,26884
0,26885
0,26886
0,26887
0,26888
0,26889
0,26890
0,26891
0,26892
0,26893
1,26894
0,26895
1,26896
0,26897
0,26898
1,26899
0,26900
0,26901
0,26902
0,26903
0,26904
0,26905
0,26906
0,26907
0,26908
1,26909
0,26910
0,26911
0,26912
1,26913
0,26914
0,26915
0,26916
0,26917
0,26918
0,26919
0,26920
1,26921
0,26922
1,26923
0,26924
0,26925
0,26926
1,26927
0,26928
1,26929
0,26930
1,26931
0,26932
0,26933
0,26934
0,26935
0,26936
0,26937
0,26938
0,26939
0,26940
0,26941
0,26942
0,26943
0,26944
1,26945
0,26946
0,26947
0,26948
0,26949
0,26950
0,26951
0,26952
0,26953
0,26954
0,26955
0,26956
0,26957
0,26958
0,26959
0,26960
0,26961
0,26962
0,26963
0,26964
0,26965
0,26966
0,26967
0,26968
0,26969
1,26970
0,26971
1,26972
0,26973
0,26974
0,26975
1,26976
0,26977
1,26978
0,26979
0,26980
0,26981
0,26982
0,26983
0,26984
0,26985
1,26986
0,26987
0,26988
0,26989
1,26990
0,26991
1,26992
1,26993
0,26994
0,26995
0,26996
0,26997
0,26998
0,26999
0,27000
0,27001
0,27002
1,27003
0,27004
1,27005
0,27006
0,27007
1,27008
1,27009
0,27010
0,27011
1,27012
0,27013
0,27014
0,27015
0,27016
1,27017
0,27018
0,27019
0,27020
0,27021
0,27022
1,27023
0,27024
1,27025
0,27026
0,27027
0,27028
0,27029
1,27030
0,27031
0,27032
0,27033
0,27034
0,27035
0,27036
0,27037
1,27038
0,27039
0,27040
0,27041
0,27042
0,27043
0,27044
0,27045
0,27046
0,27047
0,27048
0,27049
1,27050
1,27051
1,27052
1,27053
0,27054
0,27055
0,27056
0,27057
0,27058
0,27059
0,27060
0,27061
0,27062
0,27063
0,27064
0,27065
0,27066
1,27067
0,27068
0,27069
0,27070
0,27071
1,27072
1,27073
0,27074
0,27075
0,27076
0,27077
1,27078
0,27079
0,27080
1,27081
0,27082
1,27083
1,27084
0,27085
0,27086
0,27087
0,27088
0,27089
0,27090
1,27091
0,27092
1,27093
1,27094
1,27095
0,27096
1,27097
0,27098
0,27099
0,27100
0,27101
0,27102
0,27103
1,27104
0,27105
1,27106
0,27107
0,27108
0,27109
0,27110
1,27111
1,27112
0,27113
0,27114
0,27115
1,27116
0,27117
0,27118
0,27119
1,27120
0,27121
0,27122
0,27123
1,27124
0,27125
0,27126
1,27127
0,27128
0,27129
0,27130
0,27131
0,27132
0,27133
1,27134
1,27135
1,27136
0,27137
0,27138
1,27139
0,27140
1,27141
1,27142
0,27143
0,27144
0,27145
0,27146
0,27147
0,27148
0,27149
0,27150
0,27151
0,27152
1,27153
0,27154
1,27155
0,27156
0,27157
0,27158
0,27159
0,27160
0,27161
0,27162
0,27163
0,27164
0,27165
0,27166
0,27167
0,27168
0,27169
1,27170
0,27171
0,27172
0,27173
1,27174
0,27175
0,27176
0,27177
0,27178
0,27179
0,27180
0,27181
0,27182
1,27183
1,27184
1,27185
1,27186
1,27187
1,27188
1,27189
0,27190
0,27191
0,27192
0,27193
0,27194
1,27195
0,27196
0,27197
0,27198
0,27199
0,27200
0,27201
0,27202
0,27203
0,27204
0,27205
0,27206
0,27207
0,27208
0,27209
1,27210
0,27211
0,27212
1,27213
0,27214
0,27215
0,27216
0,27217
0,27218
0,27219
0,27220
1,27221
0,27222
0,27223
0,27224
1,27225
0,27226
1,27227
0,27228
1,27229
0,27230
1,27231
1,27232
0,27233
0,27234
0,27235
0,27236
0,27237
0,27238
0,27239
0,27240
1,27241
0,27242
1,27243
1,27244
1,27245
0,27246
0,27247
0,27248
0,27249
0,27250
0,27251
0,27252
0,27253
0,27254
0,27255
0,27256
1,27257
0,27258
0,27259
0,27260
0,27261
0,27262
0,27263
0,27264
0,27265
0,27266
1,27267
0,27268
0,27269
0,27270
0,27271
0,27272
0,27273
0,27274
0,27275
0,27276
0,27277
0,27278
0,27279
0,27280
1,27281
0,27282
0,27283
0,27284
1,27285
0,27286
1,27287
1,27288
0,27289
1,27290
0,27291
1,27292
1,27293
1,27294
0,27295
0,27296
0,27297
0,27298
0,27299
0,27300
0,27301
1,27302
0,27303
1,27304
0,27305
0,27306
0,27307
1,27308
1,27309
0,27310
0,27311
1,27312
0,27313
0,27314
1,27315
1,27316
0,27317
0,27318
0,27319
0,27320
0,27321
0,27322
0,27323
0,27324
0,27325
0,27326
0,27327
0,27328
0,27329
1,27330
0,27331
0,27332
1,27333
1,27334
0,27335
0,27336
0,27337
0,27338
0,27339
0,27340
0,27341
0,27342
1,27343
1,27344
1,27345
0,27346
0,27347
1,27348
1,27349
0,27350
0,27351
1,27352
1,27353
1,27354
0,27355
0,27356
0,27357
0,27358
1,27359
0,27360
0,27361
0,27362
0,27363
0,27364
1,27365
0,27366
0,27367
1,27368
0,27369
0,27370
0,27371
0,27372
0,27373
0,27374
1,27375
0,27376
0,27377
0,27378
0,27379
0,27380
0,27381
0,27382
0,27383
0,27384
0,27385
0,27386
0,27387
0,27388
0,27389
0,27390
0,27391
0,27392
0,27393
0,27394
1,27395
0,27396
0,27397
1,27398
0,27399
0,27400
0,27401
0,27402
0,27403
1,27404
1,27405
0,27406
1,27407
0,27408
0,27409
0,27410
0,27411
0,27412
1,27413
0,27414
0,27415
0,27416
0,27417
0,27418
0,27419
0,27420
0,27421
0,27422
0,27423
0,27424
0,27425
1,27426
0,27427
0,27428
0,27429
0,27430
0,27431
0,27432
1,27433
0,27434
1,27435
0,27436
0,27437
0,27438
0,27439
1,27440
0,27441
1,27442
0,27443
1,27444
1,27445
0,27446
1,27447
0,27448
0,27449
0,27450
0,27451
0,27452
0,27453
0,27454
0,27455
0,27456
0,27457
0,27458
1,27459
0,27460
0,27461
0,27462
0,27463
0,27464
0,27465
0,27466
0,27467
0,27468
0,27469
0,27470
0,27471
0,27472
0,27473
1,27474
0,27475
0,27476
1,27477
0,27478
1,27479
0,27480
1,27481
0,27482
0,27483
0,27484
1,27485
0,27486
1,27487
0,27488
0,27489
0,27490
0,27491
0,27492
0,27493
0,27494
0,27495
1,27496
1,27497
0,27498
0,27499
0,27500
0,27501
1,27502
0,27503
0,27504
0,27505
1,27506
1,27507
1,27508
0,27509
0,27510
0,27511
0,27512
1,27513
0,27514
1,27515
0,27516
0,27517
0,27518
0,27519
0,27520
0,27521
0,27522
0,27523
0,27524
0,27525
0,27526
1,27527
0,27528
1,27529
0,27530
0,27531
0,27532
0,27533
1,27534
0,27535
0,27536
0,27537
0,27538
1,27539
0,27540
0,27541
0,27542
1,27543
0,27544
0,27545
1,27546
0,27547
1,27548
0,27549
0,27550
0,27551
0,27552
1,27553
0,27554
0,27555
0,27556
0,27557
0,27558
1,27559
0,27560
1,27561
0,27562
1,27563
1,27564
0,27565
0,27566
0,27567
0,27568
0,27569
1,27570
0,27571
0,27572
1,27573
1,27574
1,27575
0,27576
0,27577
0,27578
0,27579
0,27580
1,27581
0,27582
0,27583
0,27584
1,27585
0,27586
0,27587
0,27588
0,27589
0,27590
1,27591
0,27592
0,27593
0,27594
0,27595
0,27596
0,27597
1,27598
0,27599
1,27600
0,27601
0,27602
1,27603
0,27604
0,27605
0,27606
0,27607
0,27608
0,27609
0,27610
0,27611
0,27612
0,27613
1,27614
0,27615
0,27616
0,27617
0,27618
0,27619
0,27620
1,27621
0,27622
0,27623
0,27624
0,27625
0,27626
1,27627
0,27628
0,27629
0,27630
0,27631
0,27632
0,27633
1,27634
0,27635
1,27636
0,27637
0,27638
0,27639
1,27640
0,27641
0,27642
0,27643
1,27644
0,27645
1,27646
1,27647
0,27648
0,27649
0,27650
0,27651
0,27652
0,27653
0,27654
0,27655
0,27656
0,27657
1,27658
0,27659
0,27660
0,27661
0,27662
0,27663
0,27664
0,27665
0,27666
0,27667
0,27668
0,27669
0,27670
0,27671
0,27672
1,27673
0,27674
0,27675
0,27676
0,27677
0,27678
1,27679
1,27680
0,27681
0,27682
0,27683
0,27684
0,27685
0,27686
0,27687
0,27688
0,27689
0,27690
1,27691
0,27692
1,27693
0,27694
0,27695
0,27696
1,27697
0,27698
0,27699
1,27700
0,27701
1,27702
0,27703
1,27704
0,27705
0,27706
0,27707
0,27708
1,27709
0,27710
0,27711
0,27712
0,27713
0,27714
0,27715
1,27716
0,27717
0,27718
0,27719
0,27720
0,27721
0,27722
0,27723
1,27724
0,27725
0,27726
0,27727
0,27728
0,27729
0,27730
0,27731
0,27732
1,27733
1,27734
0,27735
1,27736
1,27737
0,27738
1,27739
0,27740
0,27741
1,27742
1,27743
0,27744
0,27745
0,27746
0,27747
1,27748
0,27749
0,27750
0,27751
0,27752
0,27753
0,27754
0,27755
0,27756
0,27757
0,27758
0,27759
1,27760
0,27761
0,27762
0,27763
0,27764
1,27765
0,27766
0,27767
0,27768
0,27769
0,27770
0,27771
0,27772
0,27773
0,27774
0,27775
0,27776
1,27777
0,27778
1,27779
0,27780
1,27781
0,27782
0,27783
0,27784
0,27785
0,27786
1,27787
0,27788
1,27789
0,27790
1,27791
1,27792
0,27793
0,27794
0,27795
1,27796
0,27797
0,27798
0,27799
0,27800
1,27801
0,27802
0,27803
1,27804
0,27805
1,27806
0,27807
0,27808
0,27809
0,27810
0,27811
0,27812
0,27813
0,27814
0,27815
0,27816
0,27817
0,27818
0,27819
1,27820
0,27821
0,27822
0,27823
1,27824
0,27825
0,27826
0,27827
0,27828
0,27829
1,27830
0,27831
0,27832
1,27833
0,27834
0,27835
0,27836
0,27837
0,27838
1,27839
0,27840
0,27841
0,27842
0,27843
0,27844
0,27845
1,27846
0,27847
1,27848
0,27849
0,27850
1,27851
0,27852
0,27853
1,27854
0,27855
0,27856
1,27857
0,27858
0,27859
0,27860
0,27861
0,27862
1,27863
0,27864
0,27865
0,27866
0,27867
1,27868
0,27869
0,27870
1,27871
0,27872
0,27873
0,27874
1,27875
0,27876
0,27877
0,27878
0,27879
0,27880
0,27881
1,27882
0,27883
0,27884
0,27885
0,27886
0,27887
1,27888
0,27889
1,27890
0,27891
0,27892
1,27893
0,27894
0,27895
0,27896
0,27897
0,27898
1,27899
0,27900
1,27901
0,27902
0,27903
0,27904
0,27905
0,27906
0,27907
1,27908
0,27909
0,27910
0,27911
0,27912
0,27913
1,27914
1,27915
0,27916
1,27917
0,27918
1,27919
0,27920
0,27921
0,27922
0,27923
0,27924
0,27925
0,27926
0,27927
0,27928
1,27929
0,27930
1,27931
1,27932
0,27933
0,27934
0,27935
0,27936
0,27937
0,27938
0,27939
1,27940
1,27941
0,27942
0,27943
1,27944
0,27945
0,27946
0,27947
0,27948
0,27949
1,27950
1,27951
0,27952
0,27953
1,27954
0,27955
0,27956
0,27957
0,27958
0,27959
0,27960
0,27961
1,27962
0,27963
0,27964
0,27965
1,27966
1,27967
0,27968
1,27969
0,27970
0,27971
0,27972
1,27973
0,27974
0,27975
1,27976
0,27977
0,27978
1,27979
0,27980
1,27981
1,27982
0,27983
0,27984
0,27985
1,27986
0,27987
0,27988
1,27989
0,27990
0,27991
0,27992
0,27993
0,27994
1,27995
0,27996
0,27997
0,27998
1,27999
0,28000
0,28001
1,28002
0,28003
0,28004
0,28005
0,28006
0,28007
0,28008
0,28009
1,28010
0,28011
0,28012
0,28013
0,28014
0,28015
1,28016
0,28017
0,28018
1,28019
1,28020
0,28021
0,28022
0,28023
0,28024
0,28025
1,28026
0,28027
0,28028
0,28029
1,28030
0,28031
0,28032
0,28033
0,28034
0,28035
0,28036
0,28037
0,28038
0,28039
0,28040
0,28041
1,28042
0,28043
0,28044
0,28045
0,28046
0,28047
1,28048
1,28049
1,28050
1,28051
0,28052
0,28053
0,28054
0,28055
0,28056
0,28057
0,28058
0,28059
0,28060
0,28061
1,28062
1,28063
0,28064
0,28065
0,28066
1,28067
0,28068
0,28069
0,28070
0,28071
0,28072
0,28073
0,28074
0,28075
0,28076
0,28077
1,28078
0,28079
1,28080
0,28081
0,28082
0,28083
0,28084
0,28085
0,28086
0,28087
0,28088
0,28089
1,28090
0,28091
0,28092
0,28093
1,28094
0,28095
0,28096
0,28097
0,28098
0,28099
0,28100
0,28101
0,28102
0,28103
1,28104
0,28105
1,28106
0,28107
1,28108
0,28109
0,28110
0,28111
0,28112
1,28113
0,28114
0,28115
0,28116
0,28117
1,28118
0,28119
0,28120
1,28121
0,28122
1,28123
0,28124
1,28125
0,28126
0,28127
1,28128
0,28129
0,28130
0,28131
0,28132
0,28133
0,28134
0,28135
1,28136
0,28137
0,28138
0,28139
0,28140
0,28141
0,28142
0,28143
1,28144
0,28145
0,28146
1,28147
1,28148
0,28149
0,28150
1,28151
0,28152
1,28153
0,28154
0,28155
1,28156
0,28157
1,28158
0,28159
0,28160
0,28161
1,28162
0,28163
0,28164
0,28165
0,28166
0,28167
1,28168
0,28169
0,28170
0,28171
0,28172
0,28173
0,28174
0,28175
0,28176
0,28177
0,28178
0,28179
0,28180
1,28181
0,28182
1,28183
0,28184
0,28185
0,28186
0,28187
0,28188
0,28189
0,28190
0,28191
0,28192
1,28193
0,28194
0,28195
0,28196
0,28197
0,28198
1,28199
0,28200
1,28201
0,28202
0,28203
1,28204
0,28205
0,28206
0,28207
0,28208
0,28209
0,28210
0,28211
1,28212
1,28213
0,28214
0,28215
1,28216
0,28217
0,28218
0,28219
0,28220
0,28221
0,28222
0,28223
0,28224
0,28225
0,28226
1,28227
0,28228
0,28229
0,28230
0,28231
0,28232
0,28233
0,28234
0,28235
0,28236
1,28237
0,28238
1,28239
0,28240
0,28241
1,28242
1,28243
0,28244
0,28245
1,28246
0,28247
0,28248
0,28249
0,28250
1,28251
0,28252
1,28253
0,28254
0,28255
0,28256
0,28257
0,28258
0,28259
0,28260
1,28261
0,28262
0,28263
0,28264
1,28265
0,28266
0,28267
0,28268
1,28269
0,28270
0,28271
0,28272
0,28273
0,28274
1,28275
1,28276
0,28277
0,28278
0,28279
0,28280
1,28281
0,28282
0,28283
1,28284
0,28285
0,28286
0,28287
1,28288
1,28289
0,28290
0,28291
0,28292
0,28293
0,28294
0,28295
0,28296
0,28297
1,28298
0,28299
1,28300
0,28301
0,28302
1,28303
0,28304
0,28305
1,28306
0,28307
1,28308
1,28309
1,28310
1,28311
1,28312
0,28313
0,28314
0,28315
0,28316
1,28317
1,28318
0,28319
0,28320
0,28321
0,28322
0,28323
0,28324
0,28325
0,28326
1,28327
0,28328
1,28329
0,28330
0,28331
0,28332
1,28333
1,28334
0,28335
0,28336
1,28337
0,28338
1,28339
0,28340
1,28341
0,28342
0,28343
0,28344
0,28345
0,28346
1,28347
0,28348
0,28349
0,28350
0,28351
0,28352
1,28353
0,28354
0,28355
0,28356
0,28357
0,28358
1,28359
0,28360
1,28361
0,28362
1,28363
1,28364
0,28365
1,28366
0,28367
1,28368
1,28369
0,28370
1,28371
0,28372
0,28373
1,28374
0,28375
0,28376
0,28377
0,28378
0,28379
0,28380
1,28381
0,28382
0,28383
0,28384
0,28385
1,28386
0,28387
0,28388
0,28389
0,28390
1,28391
0,28392
0,28393
0,28394
0,28395
0,28396
0,28397
0,28398
0,28399
0,28400
0,28401
0,28402
0,28403
0,28404
1,28405
1,28406
0,28407
0,28408
0,28409
0,28410
0,28411
0,28412
0,28413
0,28414
0,28415
0,28416
1,28417
0,28418
1,28419
0,28420
1,28421
1,28422
0,28423
0,28424
0,28425
0,28426
0,28427
0,28428
0,28429
0,28430
0,28431
1,28432
1,28433
0,28434
0,28435
0,28436
1,28437
0,28438
0,28439
1,28440
0,28441
0,28442
0,28443
0,28444
1,28445
1,28446
0,28447
0,28448
1,28449
1,28450
0,28451
0,28452
0,28453
0,28454
0,28455
1,28456
0,28457
1,28458
1,28459
0,28460
0,28461
0,28462
0,28463
1,28464
0,28465
1,28466
0,28467
0,28468
1,28469
0,28470
0,28471
0,28472
0,28473
0,28474
1,28475
0,28476
0,28477
0,28478
0,28479
1,28480
0,28481
0,28482
0,28483
1,28484
0,28485
1,28486
1,28487
0,28488
0,28489
0,28490
0,28491
0,28492
1,28493
0,28494
0,28495
1,28496
1,28497
0,28498
0,28499
0,28500
1,28501
0,28502
0,28503
0,28504
0,28505
0,28506
0,28507
0,28508
0,28509
0,28510
1,28511
0,28512
0,28513
1,28514
0,28515
0,28516
0,28517
0,28518
0,28519
0,28520
1,28521
0,28522
1,28523
0,28524
0,28525
0,28526
0,28527
1,28528
1,28529
0,28530
0,28531
0,28532
0,28533
0,28534
1,28535
0,28536
0,28537
0,28538
1,28539
0,28540
0,28541
0,28542
0,28543
0,28544
0,28545
0,28546
0,28547
1,28548
1,28549
1,28550
0,28551
0,28552
0,28553
0,28554
1,28555
1,28556
0,28557
0,28558
0,28559
0,28560
0,28561
0,28562
1,28563
0,28564
1,28565
0,28566
0,28567
0,28568
1,28569
1,28570
1,28571
1,28572
0,28573
0,28574
0,28575
0,28576
0,28577
0,28578
0,28579
0,28580
0,28581
1,28582
0,28583
0,28584
0,28585
0,28586
0,28587
0,28588
1,28589
0,28590
0,28591
0,28592
1,28593
0,28594
0,28595
1,28596
1,28597
0,28598
0,28599
0,28600
1,28601
1,28602
1,28603
1,28604
1,28605
0,28606
1,28607
0,28608
0,28609
0,28610
0,28611
0,28612
0,28613
0,28614
1,28615
1,28616
1,28617
0,28618
1,28619
1,28620
1,28621
1,28622
0,28623
1,28624
0,28625
1,28626
1,28627
1,28628
0,28629
0,28630
0,28631
1,28632
0,28633
0,28634
1,28635
1,28636
0,28637
1,28638
0,28639
0,28640
0,28641
0,28642
1,28643
0,28644
0,28645
0,28646
0,28647
0,28648
1,28649
0,28650
0,28651
1,28652
0,28653
0,28654
0,28655
0,28656
1,28657
1,28658
0,28659
0,28660
0,28661
0,28662
0,28663
0,28664
0,28665
0,28666
1,28667
0,28668
1,28669
0,28670
1,28671
0,28672
0,28673
0,28674
0,28675
1,28676
0,28677
0,28678
0,28679
0,28680
0,28681
0,28682
1,28683
0,28684
0,28685
0,28686
0,28687
0,28688
0,28689
0,28690
0,28691
0,28692
0,28693
0,28694
0,28695
1,28696
1,28697
0,28698
1,28699
0,28700
1,28701
0,28702
0,28703
1,28704
0,28705
0,28706
0,28707
0,28708
0,28709
0,28710
0,28711
0,28712
1,28713
0,28714
0,28715
0,28716
0,28717
0,28718
0,28719
0,28720
0,28721
0,28722
1,28723
0,28724
0,28725
0,28726
0,28727
0,28728
0,28729
0,28730
0,28731
0,28732
0,28733
0,28734
0,28735
0,28736
1,28737
0,28738
0,28739
0,28740
1,28741
0,28742
1,28743
0,28744
0,28745
0,28746
0,28747
0,28748
0,28749
1,28750
1,28751
0,28752
0,28753
0,28754
0,28755
0,28756
0,28757
0,28758
0,28759
1,28760
0,28761
0,28762
1,28763
1,28764
0,28765
0,28766
0,28767
0,28768
0,28769
0,28770
0,28771
1,28772
0,28773
0,28774
0,28775
0,28776
0,28777
1,28778
0,28779
0,28780
1,28781
1,28782
0,28783
0,28784
0,28785
0,28786
0,28787
0,28788
0,28789
0,28790
0,28791
1,28792
0,28793
0,28794
0,28795
0,28796
0,28797
0,28798
1,28799
1,28800
0,28801
1,28802
0,28803
0,28804
0,28805
0,28806
0,28807
0,28808
0,28809
0,28810
1,28811
0,28812
0,28813
1,28814
0,28815
0,28816
0,28817
0,28818
1,28819
0,28820
1,28821
0,28822
0,28823
0,28824
0,28825
0,28826
1,28827
0,28828
0,28829
0,28830
0,28831
0,28832
0,28833
0,28834
1,28835
1,28836
0,28837
0,28838
1,28839
1,28840
0,28841
0,28842
0,28843
1,28844
0,28845
0,28846
0,28847
0,28848
0,28849
0,28850
0,28851
1,28852
1,28853
1,28854
1,28855
0,28856
0,28857
0,28858
0,28859
1,28860
0,28861
0,28862
0,28863
1,28864
0,28865
0,28866
1,28867
0,28868
1,28869
0,28870
1,28871
0,28872
0,28873
1,28874
0,28875
1,28876
0,28877
0,28878
0,28879
1,28880
0,28881
1,28882
0,28883
0,28884
0,28885
0,28886
0,28887
0,28888
0,28889
0,28890
0,28891
1,28892
1,28893
1,28894
0,28895
0,28896
0,28897
1,28898
0,28899
0,28900
1,28901
0,28902
1,28903
0,28904
0,28905
1,28906
0,28907
1,28908
0,28909
1,28910
0,28911
0,28912
0,28913
1,28914
0,28915
0,28916
0,28917
0,28918
1,28919
1,28920
1,28921
1,28922
1,28923
0,28924
0,28925
0,28926
0,28927
0,28928
0,28929
1,28930
0,28931
0,28932
0,28933
1,28934
0,28935
0,28936
0,28937
0,28938
0,28939
0,28940
1,28941
1,28942
0,28943
0,28944
1,28945
0,28946
0,28947
0,28948
0,28949
0,28950
0,28951
1,28952
0,28953
0,28954
0,28955
0,28956
0,28957
0,28958
0,28959
0,28960
0,28961
0,28962
0,28963
0,28964
0,28965
0,28966
0,28967
1,28968
0,28969
0,28970
0,28971
0,28972
0,28973
0,28974
0,28975
0,28976
1,28977
0,28978
0,28979
0,28980
1,28981
1,28982
0,28983
0,28984
0,28985
0,28986
0,28987
0,28988
1,28989
0,28990
0,28991
0,28992
0,28993
0,28994
0,28995
0,28996
1,28997
0,28998
0,28999
0,29000
0,29001
0,29002
0,29003
0,29004
1,29005
0,29006
0,29007
0,29008
1,29009
0,29010
0,29011
0,29012
0,29013
1,29014
0,29015
0,29016
0,29017
0,29018
0,29019
1,29020
0,29021
0,29022
0,29023
0,29024
0,29025
0,29026
0,29027
0,29028
0,29029
0,29030
0,29031
1,29032
0,29033
0,29034
1,29035
0,29036
0,29037
0,29038
1,29039
0,29040
1,29041
0,29042
0,29043
1,29044
0,29045
1,29046
0,29047
1,29048
1,29049
0,29050
0,29051
0,29052
0,29053
0,29054
0,29055
0,29056
0,29057
0,29058
0,29059
0,29060
0,29061
1,29062
0,29063
0,29064
0,29065
1,29066
0,29067
0,29068
1,29069
0,29070
0,29071
0,29072
0,29073
0,29074
0,29075
1,29076
0,29077
1,29078
0,29079
0,29080
1,29081
1,29082
0,29083
1,29084
1,29085
0,29086
0,29087
1,29088
1,29089
0,29090
0,29091
0,29092
0,29093
0,29094
0,29095
1,29096
0,29097
0,29098
0,29099
0,29100
1,29101
0,29102
0,29103
0,29104
0,29105
0,29106
0,29107
0,29108
0,29109
1,29110
0,29111
1,29112
0,29113
0,29114
0,29115
0,29116
0,29117
0,29118
0,29119
0,29120
0,29121
0,29122
0,29123
1,29124
0,29125
1,29126
0,29127
0,29128
0,29129
0,29130
0,29131
0,29132
1,29133
0,29134
1,29135
0,29136
0,29137
0,29138
0,29139
0,29140
1,29141
1,29142
0,29143
0,29144
1,29145
1,29146
0,29147
0,29148
0,29149
1,29150
0,29151
1,29152
1,29153
0,29154
0,29155
1,29156
0,29157
0,29158
1,29159
0,29160
0,29161
1,29162
0,29163
0,29164
0,29165
0,29166
0,29167
1,29168
0,29169
0,29170
0,29171
0,29172
1,29173
0,29174
0,29175
0,29176
0,29177
0,29178
1,29179
0,29180
1,29181
1,29182
0,29183
1,29184
0,29185
0,29186
0,29187
0,29188
0,29189
0,29190
0,29191
0,29192
0,29193
0,29194
0,29195
1,29196
0,29197
1,29198
0,29199
1,29200
0,29201
1,29202
1,29203
1,29204
1,29205
0,29206
0,29207
0,29208
0,29209
0,29210
0,29211
0,29212
0,29213
0,29214
1,29215
0,29216
0,29217
0,29218
0,29219
0,29220
1,29221
0,29222
0,29223
0,29224
0,29225
0,29226
0,29227
1,29228
1,29229
0,29230
0,29231
0,29232
0,29233
0,29234
0,29235
0,29236
0,29237
0,29238
0,29239
0,29240
0,29241
0,29242
0,29243
0,29244
0,29245
0,29246
0,29247
0,29248
1,29249
0,29250
0,29251
0,29252
1,29253
0,29254
1,29255
1,29256
0,29257
0,29258
1,29259
1,29260
1,29261
0,29262
0,29263
1,29264
0,29265
0,29266
0,29267
0,29268
0,29269
1,29270
0,29271
0,29272
0,29273
0,29274
0,29275
1,29276
0,29277
0,29278
0,29279
0,29280
0,29281
0,29282
0,29283
0,29284
0,29285
0,29286
0,29287
1,29288
0,29289
0,29290
0,29291
0,29292
0,29293
0,29294
1,29295
0,29296
0,29297
0,29298
1,29299
0,29300
0,29301
1,29302
0,29303
0,29304
0,29305
1,29306
0,29307
0,29308
0,29309
1,29310
1,29311
0,29312
0,29313
0,29314
1,29315
1,29316
1,29317
0,29318
0,29319
1,29320
0,29321
1,29322
0,29323
1,29324
1,29325
0,29326
1,29327
1,29328
0,29329
0,29330
0,29331
0,29332
0,29333
0,29334
0,29335
0,29336
0,29337
0,29338
0,29339
0,29340
0,29341
1,29342
0,29343
0,29344
0,29345
0,29346
0,29347
0,29348
0,29349
0,29350
0,29351
0,29352
0,29353
0,29354
0,29355
1,29356
1,29357
0,29358
0,29359
0,29360
0,29361
0,29362
0,29363
1,29364
0,29365
0,29366
0,29367
